
City,Year,Field,Graduates
Ahmedabad,2017,ITI_and_ShortTerm_Vocational_Certified,75000
Ahmedabad,2017,pg_science_MSc,7200
Ahmedabad,2017,pg_commerce_MCom,9700
Ahmedabad,2017,pg_arts_MA,4200
Ahmedabad,2017,pg_eng_ME_MTech,3900
Ahmedabad,2017,pg_medical_MD_MS,1050
Ahmedabad,2017,pg_management_MBA,16000
Ahmedabad,2017,pg_computers_MCA,3000
Ahmedabad,2017,pg_education_MEd,500
Ahmedabad,2018,engineers_BE_BTech,38000
Ahmedabad,2018,architecture_BArch,1050
Ahmedabad,2018,design_graduates_BDes_MDes,480
Ahmedabad,2018,doctors_MBBS,2100
Ahmedabad,2018,doctors_BDS,550
Ahmedabad,2018,doctors_BAMS_BHMS_Unani,680
Ahmedabad,2018,bsc_graduates,36500
Ahmedabad,2018,bcom_graduates,65000
Ahmedabad,2018,arts_graduates_BA,29500
Ahmedabad,2018,hotel_management_degree,2100
Ahmedabad,2018,education_BEd,7800
Ahmedabad,2018,diploma_holders_polytechnic,33000
Ahmedabad,2018,vocational_degree_BVoc,600
Ahmedabad,2018,ITI_and_ShortTerm_Vocational_Certified,78000
Ahmedabad,2018,pg_science_MSc,7300
Ahmedabad,2018,pg_commerce_MCom,10000
Ahmedabad,2018,pg_arts_MA,4300
Ahmedabad,2018,pg_eng_ME_MTech,3800
Ahmedabad,2018,pg_medical_MD_MS,1100
Ahmedabad,2018,pg_management_MBA,16500
Ahmedabad,2018,pg_computers_MCA,2800
Ahmedabad,2018,pg_education_MEd,520
Ahmedabad,2019,engineers_BE_BTech,38500
Ahmedabad,2019,architecture_BArch,1100
Ahmedabad,2019,design_graduates_BDes_MDes,500
Ahmedabad,2019,doctors_MBBS,2200
Ahmedabad,2019,doctors_BDS,570
Ahmedabad,2019,doctors_BAMS_BHMS_Unani,720
Ahmedabad,2019,bsc_graduates,37000
Ahmedabad,2019,bcom_graduates,66000
Ahmedabad,2019,arts_graduates_BA,30000
Ahmedabad,2019,hotel_management_degree,2200
Ahmedabad,2019,education_BEd,8000
Ahmedabad,2019,diploma_holders_polytechnic,33500
Ahmedabad,2019,vocational_degree_BVoc,750
Ahmedabad,2019,ITI_and_ShortTerm_Vocational_Certified,82000
Ahmedabad,2019,pg_science_MSc,7400
Ahmedabad,2019,pg_commerce_MCom,10200
Ahmedabad,2019,pg_arts_MA,4400
Ahmedabad,2019,pg_eng_ME_MTech,3850
Ahmedabad,2019,pg_medical_MD_MS,1150
Ahmedabad,2019,pg_management_MBA,17000
Ahmedabad,2019,pg_computers_MCA,2900
Ahmedabad,2019,pg_education_MEd,550
Ahmedabad,2020,engineers_BE_BTech,40000
Ahmedabad,2020,architecture_BArch,1150
Ahmedabad,2020,design_graduates_BDes_MDes,520
Ahmedabad,2020,doctors_MBBS,2250
Ahmedabad,2020,doctors_BDS,580
Ahmedabad,2020,doctors_BAMS_BHMS_Unani,750
Ahmedabad,2020,bsc_graduates,38000
Ahmedabad,2020,bcom_graduates,67000
Ahmedabad,2020,arts_graduates_BA,30500
Ahmedabad,2020,hotel_management_degree,1800
Ahmedabad,2020,education_BEd,8200
Ahmedabad,2020,diploma_holders_polytechnic,34000
Ahmedabad,2020,vocational_degree_BVoc,900
Ahmedabad,2020,ITI_and_ShortTerm_Vocational_Certified,85000
Ahmedabad,2020,pg_science_MSc,7600
Ahmedabad,2020,pg_commerce_MCom,10400
Ahmedabad,2020,pg_arts_MA,4500
Ahmedabad,2020,pg_eng_ME_MTech,4000
Ahmedabad,2020,pg_medical_MD_MS,1200
Ahmedabad,2020,pg_management_MBA,17500
Ahmedabad,2020,pg_computers_MCA,3200
Ahmedabad,2020,pg_education_MEd,580
Ahmedabad,2021,engineers_BE_BTech,42000
Ahmedabad,2021,architecture_BArch,1200
Ahmedabad,2021,design_graduates_BDes_MDes,550
Ahmedabad,2021,doctors_MBBS,2300
Ahmedabad,2021,doctors_BDS,600
Ahmedabad,2021,doctors_BAMS_BHMS_Unani,800
Ahmedabad,2021,bsc_graduates,39000
Ahmedabad,2021,bcom_graduates,68000
Ahmedabad,2021,arts_graduates_BA,31000
Ahmedabad,2021,hotel_management_degree,2000
Ahmedabad,2021,education_BEd,8500
Ahmedabad,2021,diploma_holders_polytechnic,35000
Ahmedabad,2021,vocational_degree_BVoc,1100
Ahmedabad,2021,ITI_and_ShortTerm_Vocational_Certified,90000
Ahmedabad,2021,pg_science_MSc,7800
Ahmedabad,2021,pg_commerce_MCom,10600
Ahmedabad,2021,pg_arts_MA,4600
Ahmedabad,2021,pg_eng_ME_MTech,4200
Ahmedabad,2021,pg_medical_MD_MS,1250
Ahmedabad,2021,pg_management_MBA,18000
Ahmedabad,2021,pg_computers_MCA,3500
Ahmedabad,2021,pg_education_MEd,600
Ahmedabad,2022,engineers_BE_BTech,44000
Ahmedabad,2022,architecture_BArch,1250
Ahmedabad,2022,design_graduates_BDes_MDes,580
Ahmedabad,2022,doctors_MBBS,2400
Ahmedabad,2022,doctors_BDS,620
Ahmedabad,2022,doctors_BAMS_BHMS_Unani,850
Ahmedabad,2022,bsc_graduates,40000
Ahmedabad,2022,bcom_graduates,69000
Ahmedabad,2022,arts_graduates_BA,31500
Ahmedabad,2022,hotel_management_degree,2200
Ahmedabad,2022,education_BEd,8800
Ahmedabad,2022,diploma_holders_polytechnic,36000
Ahmedabad,2022,vocational_degree_BVoc,1400
Ahmedabad,2022,ITI_and_ShortTerm_Vocational_Certified,95000
Ahmedabad,2022,pg_science_MSc,8000
Ahmedabad,2022,pg_commerce_MCom,10800
Ahmedabad,2022,pg_arts_MA,4700
Ahmedabad,2022,pg_eng_ME_MTech,4400
Ahmedabad,2022,pg_medical_MD_MS,1300
Ahmedabad,2022,pg_management_MBA,18500
Ahmedabad,2022,pg_computers_MCA,3800
Ahmedabad,2022,pg_education_MEd,620
Ahmedabad,2023,engineers_BE_BTech,45000
Ahmedabad,2023,architecture_BArch,1300
Ahmedabad,2023,design_graduates_BDes_MDes,620
Ahmedabad,2023,doctors_MBBS,2450
Ahmedabad,2023,doctors_BDS,650
Ahmedabad,2023,doctors_BAMS_BHMS_Unani,900
Ahmedabad,2023,bsc_graduates,41000
Ahmedabad,2023,bcom_graduates,70000
Ahmedabad,2023,arts_graduates_BA,32000
Ahmedabad,2023,hotel_management_degree,2400
Ahmedabad,2023,education_BEd,9000
Ahmedabad,2023,diploma_holders_polytechnic,37000
Ahmedabad,2023,vocational_degree_BVoc,1700
Ahmedabad,2023,ITI_and_ShortTerm_Vocational_Certified,100000
Ahmedabad,2023,pg_science_MSc,8200
Ahmedabad,2023,pg_commerce_MCom,11000
Ahmedabad,2023,pg_arts_MA,4800
Ahmedabad,2023,pg_eng_ME_MTech,4500
Ahmedabad,2023,pg_medical_MD_MS,1350
Ahmedabad,2023,pg_management_MBA,19000
Ahmedabad,2023,pg_computers_MCA,4100
Ahmedabad,2023,pg_education_MEd,650
Ahmedabad,2024,engineers_BE_BTech,46000
Ahmedabad,2024,architecture_BArch,1350
Ahmedabad,2024,design_graduates_BDes_MDes,650
Ahmedabad,2024,doctors_MBBS,2500
Ahmedabad,2024,doctors_BDS,680
Ahmedabad,2024,doctors_BAMS_BHMS_Unani,950
Ahmedabad,2024,bsc_graduates,42000
Ahmedabad,2024,bcom_graduates,71000
Ahmedabad,2024,arts_graduates_BA,32500
Ahmedabad,2024,hotel_management_degree,2600
Ahmedabad,2024,education_BEd,9200
Ahmedabad,2024,diploma_holders_polytechnic,38000
Ahmedabad,2024,vocational_degree_BVoc,2000
Ahmedabad,2024,ITI_and_ShortTerm_Vocational_Certified,105000
Ahmedabad,2024,pg_science_MSc,8400
Ahmedabad,2024,pg_commerce_MCom,11200
Ahmedabad,2024,pg_arts_MA,4900
Ahmedabad,2024,pg_eng_ME_MTech,4600
Ahmedabad,2024,pg_medical_MD_MS,1400
Ahmedabad,2024,pg_management_MBA,19500
Ahmedabad,2024,pg_computers_MCA,4400
Ahmedabad,2024,pg_education_MEd,680
Aizawl,2015,engineers_BE_BTech,3500
Aizawl,2015,architecture_BArch,80
Aizawl,2015,design_graduates_BDes_MDes,100
Aizawl,2015,doctors_MBBS,100
Aizawl,2015,doctors_BDS,80
Aizawl,2015,doctors_BAMS_BHMS_Unani,100
Aizawl,2015,bsc_graduates,5000
Aizawl,2015,bcom_graduates,4500
Aizawl,2015,arts_graduates_BA,7000
Aizawl,2015,hotel_management_degree,300
Aizawl,2015,education_BEd,3000
Aizawl,2015,diploma_holders_polytechnic,4000
Aizawl,2015,vocational_degree_BVoc,30
Aizawl,2015,ITI_and_ShortTerm_Vocational_Certified,15000
Aizawl,2015,pg_science_MSc,1000
Aizawl,2015,pg_commerce_MCom,900
Aizawl,2015,pg_arts_MA,1400
Aizawl,2015,pg_eng_ME_MTech,350
Aizawl,2015,pg_medical_MD_MS,40
Aizawl,2015,pg_management_MBA,1000
Aizawl,2015,pg_computers_MCA,700
Aizawl,2015,pg_education_MEd,300
Aizawl,2016,engineers_BE_BTech,3600
Aizawl,2016,architecture_BArch,85
Aizawl,2016,design_graduates_BDes_MDes,110
Aizawl,2016,doctors_MBBS,105
Aizawl,2016,doctors_BDS,85
Aizawl,2016,doctors_BAMS_BHMS_Unani,105
Aizawl,2016,bsc_graduates,5200
Aizawl,2016,bcom_graduates,4600
Aizawl,2016,arts_graduates_BA,7200
Aizawl,2016,hotel_management_degree,320
Aizawl,2016,education_BEd,3100
Aizawl,2016,diploma_holders_polytechnic,4100
Aizawl,2016,vocational_degree_BVoc,40
Aizawl,2016,ITI_and_ShortTerm_Vocational_Certified,16000
Aizawl,2016,pg_science_MSc,1050
Aizawl,2016,pg_commerce_MCom,920
Aizawl,2016,pg_arts_MA,1450
Aizawl,2016,pg_eng_ME_MTech,360
Aizawl,2016,pg_medical_MD_MS,45
Aizawl,2016,pg_management_MBA,1050
Aizawl,2016,pg_computers_MCA,650
Aizawl,2016,pg_education_MEd,310
Aizawl,2017,engineers_BE_BTech,3400
Aizawl,2017,architecture_BArch,90
Aizawl,2017,design_graduates_BDes_MDes,120
Aizawl,2017,doctors_MBBS,110
Aizawl,2017,doctors_BDS,90
Aizawl,2017,doctors_BAMS_BHMS_Unani,110
Aizawl,2017,bsc_graduates,5400
Aizawl,2017,bcom_graduates,4700
Aizawl,2017,arts_graduates_BA,7400
Aizawl,2017,hotel_management_degree,350
Aizawl,2017,education_BEd,3200
Aizawl,2017,diploma_holders_polytechnic,4200
Aizawl,2017,vocational_degree_BVoc,60
Aizawl,2017,ITI_and_ShortTerm_Vocational_Certified,17000
Aizawl,2017,pg_science_MSc,1100
Aizawl,2017,pg_commerce_MCom,940
Aizawl,2017,pg_arts_MA,1500
Aizawl,2017,pg_eng_ME_MTech,340
Aizawl,2017,pg_medical_MD_MS,50
Aizawl,2017,pg_management_MBA,1100
Aizawl,2017,pg_computers_MCA,600
Aizawl,2017,pg_education_MEd,320
Aizawl,2018,engineers_BE_BTech,3800
Aizawl,2018,architecture_BArch,95
Aizawl,2018,design_graduates_BDes_MDes,130
Aizawl,2018,doctors_MBBS,115
Aizawl,2018,doctors_BDS,95
Aizawl,2018,doctors_BAMS_BHMS_Unani,115
Aizawl,2018,bsc_graduates,5600
Aizawl,2018,bcom_graduates,4800
Aizawl,2018,arts_graduates_BA,7600
Aizawl,2018,hotel_management_degree,400
Aizawl,2018,education_BEd,3300
Aizawl,2018,diploma_holders_polytechnic,4400
Aizawl,2018,vocational_degree_BVoc,80
Aizawl,2018,ITI_and_ShortTerm_Vocational_Certified,18000
Aizawl,2018,pg_science_MSc,1150
Aizawl,2018,pg_commerce_MCom,960
Aizawl,2018,pg_arts_MA,1550
Aizawl,2018,pg_eng_ME_MTech,380
Aizawl,2018,pg_medical_MD_MS,55
Aizawl,2018,pg_management_MBA,1200
Aizawl,2018,pg_computers_MCA,800
Aizawl,2018,pg_education_MEd,330
Aizawl,2019,engineers_BE_BTech,4000
Aizawl,2019,architecture_BArch,100
Aizawl,2019,design_graduates_BDes_MDes,140
Aizawl,2019,doctors_MBBS,120
Aizawl,2019,doctors_BDS,100
Aizawl,2019,doctors_BAMS_BHMS_Unani,120
Aizawl,2019,bsc_graduates,5800
Aizawl,2019,bcom_graduates,5000
Aizawl,2019,arts_graduates_BA,7800
Aizawl,2019,hotel_management_degree,450
Aizawl,2019,education_BEd,3500
Aizawl,2019,diploma_holders_polytechnic,4600
Aizawl,2019,vocational_degree_BVoc,120
Aizawl,2019,ITI_and_ShortTerm_Vocational_Certified,20000
Aizawl,2019,pg_science_MSc,1200
Aizawl,2019,pg_commerce_MCom,1000
Aizawl,2019,pg_arts_MA,1600
Aizawl,2019,pg_eng_ME_MTech,400
Aizawl,2019,pg_medical_MD_MS,60
Aizawl,2019,pg_management_MBA,1300
Aizawl,2019,pg_computers_MCA,850
Aizawl,2019,pg_education_MEd,350
Aizawl,2020,engineers_BE_BTech,4100
Aizawl,2020,architecture_BArch,105
Aizawl,2020,design_graduates_BDes_MDes,145
Aizawl,2020,doctors_MBBS,125
Aizawl,2020,doctors_BDS,105
Aizawl,2020,doctors_BAMS_BHMS_Unani,125
Aizawl,2020,bsc_graduates,5900
Aizawl,2020,bcom_graduates,5100
Aizawl,2020,arts_graduates_BA,7900
Aizawl,2020,hotel_management_degree,200
Aizawl,2020,education_BEd,3600
Aizawl,2020,diploma_holders_polytechnic,4700
Aizawl,2020,vocational_degree_BVoc,150
Aizawl,2020,ITI_and_ShortTerm_Vocational_Certified,15000
Aizawl,2020,pg_science_MSc,1250
Aizawl,2020,pg_commerce_MCom,1050
Aizawl,2020,pg_arts_MA,1650
Aizawl,2020,pg_eng_ME_MTech,410
Aizawl,2020,pg_medical_MD_MS,65
Aizawl,2020,pg_management_MBA,1350
Aizawl,2020,pg_computers_MCA,900
Aizawl,2020,pg_education_MEd,360
Aizawl,2021,engineers_BE_BTech,4200
Aizawl,2021,architecture_BArch,110
Aizawl,2021,design_graduates_BDes_MDes,150
Aizawl,2021,doctors_MBBS,130
Aizawl,2021,doctors_BDS,110
Aizawl,2021,doctors_BAMS_BHMS_Unani,130
Aizawl,2021,bsc_graduates,6000
Aizawl,2021,bcom_graduates,5200
Aizawl,2021,arts_graduates_BA,8000
Aizawl,2021,hotel_management_degree,300
Aizawl,2021,education_BEd,3700
Aizawl,2021,diploma_holders_polytechnic,4800
Aizawl,2021,vocational_degree_BVoc,200
Aizawl,2021,ITI_and_ShortTerm_Vocational_Certified,18000
Aizawl,2021,pg_science_MSc,1300
Aizawl,2021,pg_commerce_MCom,1100
Aizawl,2021,pg_arts_MA,1700
Aizawl,2021,pg_eng_ME_MTech,420
Aizawl,2021,pg_medical_MD_MS,70
Aizawl,2021,pg_management_MBA,1400
Aizawl,2021,pg_computers_MCA,1000
Aizawl,2021,pg_education_MEd,370
Aizawl,2022,engineers_BE_BTech,4400
Aizawl,2022,architecture_BArch,120
Aizawl,2022,design_graduates_BDes_MDes,160
Aizawl,2022,doctors_MBBS,135
Aizawl,2022,doctors_BDS,115
Aizawl,2022,doctors_BAMS_BHMS_Unani,135
Aizawl,2022,bsc_graduates,6200
Aizawl,2022,bcom_graduates,5400
Aizawl,2022,arts_graduates_BA,8200
Aizawl,2022,hotel_management_degree,400
Aizawl,2022,education_BEd,3800
Aizawl,2022,diploma_holders_polytechnic,5000
Aizawl,2022,vocational_degree_BVoc,300
Aizawl,2022,ITI_and_ShortTerm_Vocational_Certified,22000
Aizawl,2022,pg_science_MSc,1350
Aizawl,2022,pg_commerce_MCom,1150
Aizawl,2022,pg_arts_MA,1750
Aizawl,2022,pg_eng_ME_MTech,440
